years_in_field,years_in_role,job_title_open,job_category_select,org-type_select,team-size,org-size_bucket,org-uxr-maturity_bucket,desc-of-work_open,reops-member_bucket,org-skill-ladder_bucket,org-reops-supt_bucket,work-towards-goal_bucket,goal-desc_open,goal-desc_tags,craft-important_1,craft-important_2,craft-important_3,craft-desired_1,craft-desired_2,craft-desired_3,craft-write-in_open,h1_biz-strategy_rating,h2_delivery-disciplines_rating,h3_org-diplomacy_rating,h4_service-conceptual_rating,h5_stakeholder-mgmt-comms_rating,h6_project-mgmt_rating,h7_research-process-mgmt_rating,h8_reops-prowess_rating,h9_technical-research-skills_rating,h10_persuation-articulation_rating,h11_interpersonal-relationships_rating,h12_prof-relationships_rating,h13_mindful-work-reflection_rating,biggest-challenge_open,biggest-challenge_tags,explore-excited_open,explore-excited_tags,one-next-step_open,one-next-step_tags,optional-other_open
5,2,Account Manager,other,Agency,10,21–50,Progressing,"Primary research (qual + quant). Majority survey based research - product design, brand tracking, messaging, etc...",No,No,Yes,Yes,,,301,501,302,604,,,,3,5,5,4,3,2,,2,4,4,4,2,3,Building / demonstrating value to the client.  Sometimes - educating client about research.,evangelize research / value,Industry- build client including expertise / knowledge of strategy.  less excited might be valuable- more analyticlal skills.,strategy,unsure.,misc,Hard to idnetify the areas that how the most valu in the future.  Skills.
7,6,Principal Research & Strategy,researcher,Agency,3,101–500,Mature,User research from disovery through validation & testing for experience design consulting,Yes,Yes,Yes,Yes,"In-house, client side research for an existing product or service",expanding professional horizon,311,407,501,504,609,610,,1,4,2,3,3,4,4,4,5,5,4,2,3,"Setting realistic goals + expectations, recruiting & scheduling, moving away from ""reports""","stakeholder & expectation mgt,participant recruitment,(product) impact/actionable insight","moving in-house, evangelizing research in a company, applying research to a product / manage.","evangelize research,impact/actionable insight",Look for a new job.,new job/role,How to integrate more digital data analystics into my craft
15,2,Principal UX Researcher,researcher,In-house private sector,5,"1,001+",Progressing,UX research in support of agile team,Yes,Yes,No,No,,,501,204,610,501,102,610,I interpreted #2 as what a researcher needs in general. I would also include more general open-ended data analysis skills.,4,4,4,5,3,3,5,4,4,4,3,3,3,I am always working hard to achieve impact and get research insights to be picked up & developed.,"(product) impact/actionable insight,longitudinal impact of research",I would like to move into a managerial role where I would have more scope to achieve wide ranging impact.,lead/manager role,Right now I'm participating in more public engagement with broader audiences.,misc,"Research looks very different in different organizations, some of these questions seem to assume a single path."
1,0.3,UX Research Intern,researcher,Public sector,6,"1,001+",Progressing,Research different market products which allign to company products user research and personas,No,Yes,Yes,Yes,Working as an intern to get more hands on experience in the real industry.  Learning about new methods and trying hands on different areas.,"methods practice/skills,expanding professional horizon",105,106,113,101,110,115,,4,3,5,3,1,3,4,3,2,3,4,1,1,Using the exact research methodology for a specific problem,"methods practice/skills,creative confidence","Excited about what UX research ahs to offer, learn more about different methods and approach, how to synthesize and find valuable findings",methods practice/skills,"Build strong UX-Research oriented portfolio, network more, practice for more interviews","community,new job/role",
6,1.5,Design Research Manager,researcher,In-house private sector,7,"1,001+",Progressing,"strategy, support, management, research",No,No,No,Yes,getting researchops for my team,ops/scaling,501,601,610,301,201,204,,4,3,5,4,4,4,5,4,4,4,3,3,4,client/stakeholder availability. Pushing margins and concepts into action.,time,Streamlining our intake process,misc,"organize my team, research ops, intake process, project prioritization",project management/ownership,please test this workshop next before implementation
1,0.5,User Research Intern,researcher,Public sector,6,"1,001+",Progressing,"As a user research intern, my main responsibility is to assist with research plan/strategy, conduct group analysis, develop interview scripts, conduct moderated testing scenerios & summarize findings",No,Yes,Yes,Yes,To develop research skills & focus more on picking the right findings within a limited amount of time.  I am also trying to focus on building the right research strategy and come up with informed approach to facilitate current projects.,"methods practice/skills,Evangelize research,(product) impact/actionable insight",302,304,103,112,312,310,,4,4,5,4,3,1,3,3,2,1,3,2,3,Focusing on the right findings.  Sometimes users provide us with an overwelming amount of insights which can be too exciting for a researcher.,"(product) impact/actionable insight,creative confidence",Explore how to put forth the findings and define a strategy to build hte next steps for the team,strategy,"Conciously develop a habit to stay focused on the right things, by revisiting problem identification and problem statements",(product) impact/actionable insight,
8,2,Senior User Researcher,researcher,In-house private sector,1,"501–1,000",Progressing,Establish research best practices on a team of UX designers. Run moderated pilot programs with clients.,Yes,No,Yes,Yes,"Management - hiring 1st researcher that is not myself. But other than that, no.",lead/manager role,301,505,506,606,408,110,,3,4,4,3,4,3,3,3,3,4,3,4,2,How to focus and prioritize on projects that bring the organization the most value.,"prioritisation,focus on research",Client partnerships that allow for longitudinal field work to feed innovation and discovery,generative/expl research,Understand how longitudinal studies could impact work to convince/pitch to organization. No perceived value/too much investment for cost.,"communication/storytelling,Evangelize value",
1,1,User Experience and Interaction Design,researcher,Freelance,1,2–10,Progressing,"User research, strategy and interaction design",No,Yes,No,Yes,To explore user research to define user needs and goals,methods practice/skills,302,108,314,601,105,503,,4,3,4,3,5,5,4,3,5,4,3,5,4,Understanding and directing the research to get valuable insights and outcomes,(product) impact/actionable insight,ux strategy,strategy,attend more workshops and talk to people from the indsutry,"learning/mentors,community",
4.5,0,Product Manager/CPO,other,In-house private sector,0,21–50,Mature,"Understand users, segmentation, strategic prioritization, aligning teams on research. Make sure of minimal good implementations.  ",No,No,No,No,,,102,602,403,,,,,5,5,3,3,3,4,2,3,3,4,5,2,4,"Learn more from others, as I am the only one (main) researcher. ","learning/mentors,research team of one","When do you have enough research to move on? 
How to start problem discovery when you start from scratch. ",impact/actionable insight,Hire a researcher to learn from her. Read more books.,misc,
3,0,User Researcher,researcher,In-house private sector,8,"1,001+",Progressing,Exploratory / Evaluative product research,Yes,Yes,No,Yes,Quant skills,quant skils,302,306,113,408,601,606,,4,4,4,3,2,3,4,3,4,3,3,2,1,Selecting the right methods to answer diverse research questions.,"methods practice/skills,creative confidence",Combining quant + qual methods,mixed methods,I will practice quant methods: design surveys and run a/b test.,quantitative methods,
1,0.3,Junior UX Researcher,researcher,In-house private sector,4,"1,001+",Progressing,"Hands-on work like recruiting participants, write guidelines for interviews etc. and a lot of communication and research project planning. ",Yes,No,Yes,No,,,501,301,601,,111,604,,3,3,4,4,2,3,3,2,4,3,2,3,2,"Get a clear picture of my role as a junior and also defining it myself, since I'm the first one in this position in my company.",research team of one,New methods like diary studies that I haven't done before.,methods practice/skills,More and more exchange with experienced researchers in and outside of my company.,"community,learning/mentors",
1,1.5,UX Designer,designer,In-house private sector,0,11–20,None,"As I am a UX designer, this is not exactly a researcher role. so my task involves some user interviewers and user tests but I have no exact idea of researcher's world. ",No,Yes,No,Yes,Self-development,methods practice/skills,405,102,501,507,407,408,,2,3,4,4,3,4,3,2,2,2,5,3,4,Push research forward,evangelize research / value,Getting more structure in researcher's industry,development of the field,Looking for a mentor + bigger company with a research team,"learning/mentors,new job/role",
3,2,Design Researcher,researcher,,0,51–100,Laggard,"Human-centered design process, apply research in implementing prototypes, which focus in interaction experience in new media in research projects. ",No,No,No,Yes,1. Build a best practice in doing human-centered design; 2. Identify on strategy level where users' needs and innovation meet.,"strategy,(product) impact/actionable insight",301,601,605,501,408,610,,3,4,3,3,3,4,3,2,2,3,4,4,3,1. Convince in-house value of research 2. lack of mentorship,learning/mentors,Quantitative process,quantitative methods,finding a research mentor,learning/mentors,
3,5.5,UX designer,designer,Agency,0,21–50,Laggard,I'm a UX designer doing conception/research/exploring in my wide field.,No,Yes,No,Yes,UX designer but with more and more research focus,methods practice/skills,102,406,601,109,407,609,"103, 105, 701 (My note: not sure what the response means here) ",4,4,2,3,3,4,3,4,3,3,3,3,3,"Having a dedicated project/budget for researcher + when sharing insights, to actually make something happen ","budget,(product) impact/actionable insight",I'm excited about getting to know more methods & experts to grow even more.,methods practice/skills,Going to more meetup and start to build our own user research lab.,community,
